PPX_accession	PPX_accession__url	PPX_accession_version	PPX_accession_version__url	INSDC_accession_version	INSDC_accession_version__url	strain	date	region	country	division	location	length	host	date_released	date_updated	sra_accession	authors	full_authors	institution	dataUseTerms	dataUseTerms__url	restrictedUntil	displayName	Pathoplexus_group	Pathoplexus_group_id	Pathoplexus_group__url	submission_database	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	private_substitutions	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement
PP_001451J	https://pathoplexus.org/seq/PP_001451J	PP_001451J.1	https://pathoplexus.org/seq/PP_001451J.1	PV173510.1	https://www.ncbi.nlm.nih.gov/nuccore/PV173510.1	MPXV/Germany/2025/ON/RKI1245	2025-01-XX	Europe	Germany			190629	Homo sapiens	2025-02-25	2025-02-25		Brinkmann et al.	Brinkmann, A.; Kohl, C.; Schrick, L.; Michel, J.; Schaade, L.; Nitsche, A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Germany/PP_001451J.1/2025-01	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	C.1.2	0.9620199889457378	978	83	0	1	good	good	good	good	good	OPG153:386-510	false
PP_00147SZ	https://pathoplexus.org/seq/PP_00147SZ	PP_00147SZ.1	https://pathoplexus.org/seq/PP_00147SZ.1	PV186878.1	https://www.ncbi.nlm.nih.gov/nuccore/PV186878.1	MPXV/Germany/2025/ON/RKI1264	2025-02-XX	Europe	Germany			190627	Homo sapiens	2025-02-27	2025-02-27		Brinkmann et al.	Brinkmann, A.; Kohl, C.; Schrick, L.; Michel, J.; Schaade, L.; Nitsche, A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Germany/PP_00147SZ.1/2025-02	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.1.1	0.96213154572053	956	96	0	3	good	good	good	good	good		false
PP_0014EXG	https://pathoplexus.org/seq/PP_0014EXG	PP_0014EXG.1	https://pathoplexus.org/seq/PP_0014EXG.1	PV298257.1	https://www.ncbi.nlm.nih.gov/nuccore/PV298257.1	MPXV/Germany/2025/ON/RKI1270	2025-03-XX	Europe	Germany			190623	Homo sapiens	2025-03-18	2025-03-18		Brinkmann et al.	Brinkmann, A.; Kohl, C.; Schrick, L.; Michel, J.; Schaade, L.; Nitsche, A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Germany/PP_0014EXG.1/2025-03	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	F.4	0.9627755325568306	830	89	0	2	good	good	good	good	good		false
PP_0015JDD	https://pathoplexus.org/seq/PP_0015JDD	PP_0015JDD.1	https://pathoplexus.org/seq/PP_0015JDD.1	PV577074.1	https://www.ncbi.nlm.nih.gov/nuccore/PV577074.1	MPXV_NIMR011A_Ebonyi_2024	2024-10-XX	Africa	Nigeria	Ebonyi		3274	Homo sapiens	2025-04-29	2025-04-29		Shaibu et al.	Shaibu, J. O.; Anwoju, F.; Ojo, D. O.; Onyemata, E. J.; Agada, B.; Ige, F.; Musa, F.; Ekele, E. P.; Paul, C.; Osawe, S.; Abdullahi, A.; Okpokoro, E.; Daudu, O.; Olufadewa, I.; Abimiku, A.; Igumbor, E.; Adebajo, S.; Ogoina, D.; Audu, R. A.	Nigerian Institute of Medical Research, Microbiology	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Nigeria/PP_0015JDD.1/2024-10	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb			0.016601676394079376	0	3	0	1	good	good	good	good	good		false
PP_002XQXJ	https://pathoplexus.org/seq/PP_002XQXJ	PP_002XQXJ.1	https://pathoplexus.org/seq/PP_002XQXJ.1	PV643769.1	https://www.ncbi.nlm.nih.gov/nuccore/PV643769.1	MPXV/Germany/2025/ON/RKI1363	2025-05-XX	Europe	Germany			190634	Homo sapiens	2025-05-15	2025-05-28		Brinkmann et al.	Brinkmann, A.; Kohl, C.; Schrick, L.; Michel, J.; Schaade, L.; Nitsche, A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Germany/PP_002XQXJ.1/2025-05	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.3.1	0.9644894502786384	499	99	0	0	good	good	good	good	good		false
PP_002Y0G3	https://pathoplexus.org/seq/PP_002Y0G3	PP_002Y0G3.1	https://pathoplexus.org/seq/PP_002Y0G3.1	LC876650.1	https://www.ncbi.nlm.nih.gov/nuccore/LC876650.1	hMpoxV/Japan/MX23-008-01/2023	2023-03-13	Asia	Japan			197205	Homo sapiens	2025-05-23	2025-05-29	DRR641178	?		Shinjuku, Tokyo 162-8640	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Japan/PP_002Y0G3.1/2023-03-13	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	C.1	1	0	77	0	3	good	good	good	good	good		false
PP_002Y12W	https://pathoplexus.org/seq/PP_002Y12W	PP_002Y12W.1	https://pathoplexus.org/seq/PP_002Y12W.1	LC876665.1	https://www.ncbi.nlm.nih.gov/nuccore/LC876665.1	hMpoxV/Japan/MX23-026-01/2023	2023-08-21	Asia	Japan			197203	Homo sapiens	2025-05-23	2025-05-29	DRR641193	?		Shinjuku, Tokyo 162-8640	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Japan/PP_002Y12W.1/2023-08-21	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	C.1.2	1	0	78	0	0	good	good	good	good	good		false
PP_002Y7YX	https://pathoplexus.org/seq/PP_002Y7YX	PP_002Y7YX.2	https://pathoplexus.org/seq/PP_002Y7YX.2	OZ262245.1	https://www.ncbi.nlm.nih.gov/nuccore/OZ262245.1	NPHLMPX240096_V_PF	2024-04-23	Asia	Cambodia			185819	Homo sapiens	2025-06-01	2025-06-02		Nouhin et al.	Nouhin, Janin; Jansen, Daan; Dantas, Pedro H. L. F.; Pum, Leakhena; Khun, Limmey; Chea, Kimlay; Siegers, Jurre Y.; Rath, Sophoannadedh; Laumen, Jolein; Gonnella, Giorgio; Ly, Sovann; Karlsson, Erik A.; Vercauteren, Koen	Virology Unit, Institut Pasteur du Cambodge, Phnomn Penn, Cambodia; Clinical Virology Unit, Institute of Tropical Medicine, Antwerp, Belgium	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Cambodia/PP_002Y7YX.2/2024-04-23	Cambodia Mpox Outbreak Surveillance and Research Team	500	https://pathoplexus.org/group/500	Pathoplexus	IIb	sh2017	C.1.3	0.9176153218159414	4857	71	0	3	good	good	good	good	good		false
PP_002YS8T	https://pathoplexus.org/seq/PP_002YS8T	PP_002YS8T.1	https://pathoplexus.org/seq/PP_002YS8T.1	PV785665.1	https://www.ncbi.nlm.nih.gov/nuccore/PV785665.1	MPXV_China_GD_2024_BA20	2024-08-20	Asia	China			197115	Homo sapiens	2025-06-13	2025-06-13		Shi et al.	Shi, C.	South University of Science and Technology, School of Medicine	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		China/PP_002YS8T.1/2024-08-20	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.4	0.99963490510068	0	98	0	6	good	good	good	good	good		false
PP_002YS9R	https://pathoplexus.org/seq/PP_002YS9R	PP_002YS9R.1	https://pathoplexus.org/seq/PP_002YS9R.1	PV785666.1	https://www.ncbi.nlm.nih.gov/nuccore/PV785666.1	MPXV_China_GD_2024_BA21	2024-08-22	Asia	China			196553	Homo sapiens	2025-06-13	2025-06-13		Shi et al.	Shi, C.	South University of Science and Technology, School of Medicine	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		China/PP_002YS9R.1/2024-08-22	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.4	0.9963236971943471	79	92	0	0	good	good	good	good	good		false
PP_003414E	https://pathoplexus.org/seq/PP_003414E	PP_003414E.3	https://pathoplexus.org/seq/PP_003414E.3	OZ313239.1	https://www.ncbi.nlm.nih.gov/nuccore/OZ313239.1	PL-25-07-119|PortLoko|SLE|2025-07-18	2025-07-18	Africa	Sierra Leone	Port Loko		188102		2025-08-17	2025-10-17		Campbell et al.	Campbell, Allan K. O.; Faye, Martin; Kane, Mohamed; Ndiaye, Mignane; Omah, Ifeanyi; Diouf, Andy Mahine; Barry, Mamadaou Aliou; Gaye, Aboubacry; Diagne, Moussa Moise; Koroma, Aminata; Boie, Mohamed; Koroma, Zikan; Kanu, Joseph; Diallo, Boubacar; Sow, Abdurahmane; Sall, Amadou Alpha; Fall, Ibrahima Soce; Harding, Doris; Squire, James; Vandi, Mohamed Alex; Sahr, Foday	National Public Health Agency (NPHA) Sierra Leone, Central Public Health Reference Laboratory, Institute Pasteur de Dakar,University of Edinburg	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Sierra_Leone/PP_003414E.3/2025-07-18	Central Public Health Reference Laboratory	499	https://pathoplexus.org/group/499	Pathoplexus	IIb	sh2017	G.1	0.9189185077760142	6907	78	0	8	good	good	good	good	good	OPG174:290-347	false
PP_0049BAF	https://pathoplexus.org/seq/PP_0049BAF	PP_0049BAF.1	https://pathoplexus.org/seq/PP_0049BAF.1	PX439635.1	https://www.ncbi.nlm.nih.gov/nuccore/PX439635.1	hMpxV/USA/IL-RIPHL-050-0256/2025	2025-08-18	North America	USA	Il, Chicago		195886	Homo sapiens	2025-09-30	2025-09-30		Green et al.	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.; Newcomer, E.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_0049BAF.1/2025-08-18	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.3.1	0.9523196203013047	8148	102	0	0	good	good	good	good	good	OPG189:90-562	false
PP_004CVCM	https://pathoplexus.org/seq/PP_004CVCM	PP_004CVCM.2	https://pathoplexus.org/seq/PP_004CVCM.2			MPOX25-01218	XXXX-XX-XX							2025-11-07	2025-11-16		?			OPEN	https://pathoplexus.org/about/terms-of-use/open-data			Advanced Molecular Technologies Laboratory	551	https://pathoplexus.org/group/551	Pathoplexus															
PP_004D202	https://pathoplexus.org/seq/PP_004D202	PP_004D202.1	https://pathoplexus.org/seq/PP_004D202.1	PX492133.1	https://www.ncbi.nlm.nih.gov/nuccore/PX492133.1	hMpxV/USA/IL-RIPHL-050-0323/2025	2025-09-23	North America	USA	Il, Chicago		196356	Homo sapiens	2025-11-12	2025-11-13		Green et al.	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.; Newcomer, E.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_004D202.1/2025-09-23	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.3.1	0.9596671551501199	7173	106	2	1	good	good	good	good	good		false
PP_004D80W	https://pathoplexus.org/seq/PP_004D80W	PP_004D80W.1	https://pathoplexus.org/seq/PP_004D80W.1	PX513677.1	https://www.ncbi.nlm.nih.gov/nuccore/PX513677.1	hMpxV/USA/IL-RIPHL-050-0350/2025	2025-10-30	North America	USA	Il, Chicago		195593	Homo sapiens	2025-11-22	2025-11-23		Green et al.	Green, S.; Kunstman, K.; Barbian, H.; Araujo Perez, F.; Kittner, A.; Bobrovska, S.; Newcomer, E.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_004D80W.1/2025-10-30	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	F.2	0.9844986790663712	1509	95	0	5	good	good	good	good	good		false
